frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[380.6125793457031 152.806884765625 434.5638732910156 195.38075256347656],[222.1772918701172 342.2023620605469 261.1470031738281 359.2032165527344],0.6038746237754822,AGY UGJ,0.01924480789488353
